"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS"
"ADNI1","EcogSPLang","ADNIMERGE","Key ADNI tables merged into one table","Study Partner ECog - Lang","-4","-4","-4","-4"
"ADNI1","EcogSPVisspat","ADNIMERGE","Key ADNI tables merged into one table","Study Partner ECog - Vis/Spat","-4","-4","-4","-4"
"ADNI1","EcogSPPlan","ADNIMERGE","Key ADNI tables merged into one table","Study Partner ECog - Plan","-4","-4","-4","-4"
"ADNI1","EcogSPOrgan","ADNIMERGE","Key ADNI tables merged into one table","Study Partner ECog - Organ","-4","-4","-4","-4"
"ADNI1","EcogSPDivatt","ADNIMERGE","Key ADNI tables merged into one table","Study Partner ECog - Div atten","-4","-4","-4","-4"
"ADNI1","EcogSPTotal","ADNIMERGE","Key ADNI tables merged into one table","Study Partner ECog - Total","-4","-4","-4","-4"
"ADNI1","Ventricles","ADNIMERGE","Key ADNI tables merged into one table","UCSF Ventricles","-4","-4","-4","-4"
"ADNI1","Hippocampus","ADNIMERGE","Key ADNI tables merged into one table","UCSF Hippocampus","-4","-4","-4","-4"
"ADNI1","Entorhinal","ADNIMERGE","Key ADNI tables merged into one table","UCSF Entorhinal","-4","-4","-4","-4"
"ADNI1","Fusiform","ADNIMERGE","Key ADNI tables merged into one table","UCSF Fusiform","-4","-4","-4","-4"
"ADNI1","MidTemp","ADNIMERGE","Key ADNI tables merged into one table","UCSF Med Temp","-4","-4","-4","-4"
"ADNI1","ICV","ADNIMERGE","Key ADNI tables merged into one table","UCSF ICV","-4","-4","-4","-4"
"ADNI1","DX","ADNIMERGE","Key ADNI tables merged into one table","Dx status","-4","-4","-4","-4"
"ADNI1","EXAMDATE_bl","ADNIMERGE","Key ADNI tables merged into one table","Examination Date at baseline","-4","-4","-4","-4"
"ADNI1","CDRSB_bl","ADNIMERGE","Key ADNI tables merged into one table","CDR-SB at baseline","-4","-4","-4","-4"
"ADNI1","ADAS11_bl","ADNIMERGE","Key ADNI tables merged into one table","ADAS 11 at baseline","-4","-4","-4","-4"
"ADNI1","ADAS13_bl","ADNIMERGE","Key ADNI tables merged into one table","ADAS 13 at baseline","-4","-4","-4","-4"
"ADNI1","MMSE_bl","ADNIMERGE","Key ADNI tables merged into one table","MMSE at baseline","-4","-4","-4","-4"
"ADNI1","RAVLT_bl","ADNIMERGE","Key ADNI tables merged into one table","RAVLT (forgetting) at baseline","-4","-4","-4","-4"
"ADNI1","RAVLT_immediate_bl","ADNIMERGE","Key ADNI tables merged into one table","RAVLT (5 sum) at baseline","-4","-4","-4","-4"
"ADNI1","FAQ_bl","ADNIMERGE","Key ADNI tables merged into one table","FAQ at baseline","-4","-4","-4","-4"
"ADNI1","Ventricles_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF Ventricles at baseline","-4","-4","-4","-4"
"ADNI1","Hippocampus_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF Hippocampus at baseline","-4","-4","-4","-4"
"ADNI1","WholeBrain_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF WholeBrain at baseline","-4","-4","-4","-4"
"ADNI1","Entorhinal_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF Entorhinal at baseline","-4","-4","-4","-4"
"ADNI1","Fusiform_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF Fusiform at baseline","-4","-4","-4","-4"
"ADNI1","MidTemp_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF Med Temp at baseline","-4","-4","-4","-4"
"ADNI1","ICV_bl","ADNIMERGE","Key ADNI tables merged into one table","UCSF ICV at baseline","-4","-4","-4","-4"
"ADNI1","MOCA_bl","ADNIMERGE","Key ADNI tables merged into one table","MOCA at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtMem_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Mem at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtLang_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Lang at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtVisspat_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Vis/Spat at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtPlan_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Plan at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtOrgan_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Organ at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtDivatt_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Div atten at baseline","-4","-4","-4","-4"
"ADNI1","EcogPtTotal_bl","ADNIMERGE","Key ADNI tables merged into one table","Pt ECog - Total at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPMem_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Mem at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPLang_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Lang at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPVisspat_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Vis/Spat at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPPlan_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Plan at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPOrgan_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Organ at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPDivatt_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Div atten at baseline","-4","-4","-4","-4"
"ADNI1","EcogSPTotal_bl","ADNIMERGE","Key ADNI tables merged into one table","SP ECog - Total at baseline","-4","-4","-4","-4"
"ADNI1","FDG_bl","ADNIMERGE","Key ADNI tables merged into one table","Average FDG-PET of angular, temporal, and posterior cingulate at baseline","-4","-4","-4","-4"
"ADNI1","PIB_bl","ADNIMERGE","Key ADNI tables merged into one table","Average PIB SUVR of frontal cortex, anterior cingulate, precuneus cortex, and parietal cortex at baseline","-4","-4","-4","-4"
"ADNI1","AV45_bl","ADNIMERGE","Key ADNI tables merged into one table","Average AV45 SUVR of frontal, anterior cingulate, precuneus, and parietal cortex relative to the cerebellum at baseline","-4","-4","-4","-4"
"ADNI1","Years_bl","ADNIMERGE","Key ADNI tables merged into one table","Years from baseline based on EXAMDATEs","-4","-4","-4","-4"
"ADNI1","Month_bl","ADNIMERGE","Key ADNI tables merged into one table","Months from baseline based on EXAMDATEs","-4","-4","-4","-4"
"ADNI1","Month","ADNIMERGE","Key ADNI tables merged into one table","Months from baseline (to nearest 6 months, based on EXAMDATEs)","-4","-4","-4","-4"
"ADNI1","M","ADNIMERGE","Key ADNI tables merged into one table","Months from baseline (based on VISCODE)","-4","-4","-4","-4"
"ADNI1","ID","ADSXLIST","Diagnosis and Symptoms Checklist","Record ID","N","38","""crfname"",""Diagnosis and Symptoms Checklist"",""indexes"",""adni_adsxlist_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNI1","RID","ADSXLIST","Diagnosis and Symptoms Checklist","Participant roster ID","N","38 digits","",""
"ADNI1","SITEID","ADSXLIST","Diagnosis and Symptoms Checklist","Site ID","N","38 digits","",""
"ADNI1","VISCODE","ADSXLIST","Diagnosis and Symptoms Checklist","Visit code","T","20 characters","",""
"ADNI1","ENTRY","ADSXLIST","Diagnosis and Symptoms Checklist","","N","1 digit","",""
"ADNI1","VERIFY","ADSXLIST","Diagnosis and Symptoms Checklist","","N","1 digit","",""
"ADNI1","USERID","ADSXLIST","Diagnosis and Symptoms Checklist","","T","100 characters","",""
"ADNI1","USERDATE","ADSXLIST","Diagnosis and Symptoms Checklist","Date record created","S","100 digits","",""
"ADNI1","EXAMINIT","ADSXLIST","Diagnosis and Symptoms Checklist","Examiner Initials","T","3","",""
"ADNI1","EXAMDATE","ADSXLIST","Diagnosis and Symptoms Checklist","Examination Date","D","10","",""
"ADNI1","AXNAUSEA","ADSXLIST","Diagnosis and Symptoms Checklist","1. Nausea","N","1","1=Absent; 2=Present",""
"ADNI1","AXVOMIT","ADSXLIST","Diagnosis and Symptoms Checklist","2. Vomiting","N","1","1=Absent; 2=Present",""
"ADNI1","AXDIARRH","ADSXLIST","Diagnosis and Symptoms Checklist","3. Diarrhea","N","1","1=Absent; 2=Present",""
"ADNI1","AXCONSTP","ADSXLIST","Diagnosis and Symptoms Checklist","4. Constipation","N","1","1=Absent; 2=Present",""
"ADNI1","AXABDOMN","ADSXLIST","Diagnosis and Symptoms Checklist","5. Abdominal discomfort","N","1","1=Absent; 2=Present",""
"ADNI1","AXSWEATN","ADSXLIST","Diagnosis and Symptoms Checklist","6. Sweating","N","1","1=Absent; 2=Present",""
"ADNI1","AXDIZZY","ADSXLIST","Diagnosis and Symptoms Checklist","7. Dizziness","N","1","1=Absent; 2=Present",""
"ADNI1","AXENERGY","ADSXLIST","Diagnosis and Symptoms Checklist","8. Low energy","N","1","1=Absent; 2=Present",""
"ADNI1","AXDROWSY","ADSXLIST","Diagnosis and Symptoms Checklist","9. Drowsiness","N","1","1=Absent; 2=Present",""
"ADNI1","AXVISION","ADSXLIST","Diagnosis and Symptoms Checklist","10. Blurred vision","N","1","1=Absent; 2=Present",""
"ADNI1","AXHDACHE","ADSXLIST","Diagnosis and Symptoms Checklist","11. Headache","N","1","1=Absent; 2=Present",""
"ADNI1","AXDRYMTH","ADSXLIST","Diagnosis and Symptoms Checklist","12. Dry mouth","N","1","1=Absent; 2=Present",""
"ADNI1","AXBREATH","ADSXLIST","Diagnosis and Symptoms Checklist","13. Shortness of breath","N","1","1=Absent; 2=Present",""
"ADNI1","AXCOUGH","ADSXLIST","Diagnosis and Symptoms Checklist","14. Coughing","N","1","1=Absent; 2=Present",""
"ADNI1","AXPALPIT","ADSXLIST","Diagnosis and Symptoms Checklist","15. Palpitations","N","1","1=Absent; 2=Present",""
"ADNI1","AXCHEST","ADSXLIST","Diagnosis and Symptoms Checklist","16. Chest pain","N","1","1=Absent; 2=Present",""
"ADNI1","AXURNDIS","ADSXLIST","Diagnosis and Symptoms Checklist","17. Urinary discomfort (e.g., burning)","N","1","1=Absent; 2=Present",""
"ADNI1","AXURNFRQ","ADSXLIST","Diagnosis and Symptoms Checklist","18. Urinary frequency","N","1","1=Absent; 2=Present",""
"ADNI1","AXANKLE","ADSXLIST","Diagnosis and Symptoms Checklist","19. Ankle swelling","N","1","1=Absent; 2=Present",""
"ADNI1","AXMUSCLE","ADSXLIST","Diagnosis and Symptoms Checklist","20. Muscloskeletal pain","N","1","1=Absent; 2=Present",""
"ADNI1","AXRASH","ADSXLIST","Diagnosis and Symptoms Checklist","21. Rash","N","1","1=Absent; 2=Present",""
"ADNI1","AXINSOMN","ADSXLIST","Diagnosis and Symptoms Checklist","22. Insomnia","N","1","1=Absent; 2=Present",""
"ADNI1","AXDPMOOD","ADSXLIST","Diagnosis and Symptoms Checklist","23. Depressed mood","N","1","1=Absent; 2=Present",""
"ADNI1","AXCRYING","ADSXLIST","Diagnosis and Symptoms Checklist","24. Crying","N","1","1=Absent; 2=Present",""
"ADNI1","AXELMOOD","ADSXLIST","Diagnosis and Symptoms Checklist","25. Elevated mood","N","1","1=Absent; 2=Present",""
"ADNI1","AXWANDER","ADSXLIST","Diagnosis and Symptoms Checklist","26. Wandering","N","1","1=Absent; 2=Present",""
"ADNI1","AXFALL","ADSXLIST","Diagnosis and Symptoms Checklist","27. Fall","N","1","1=Absent; 2=Present",""
"ADNI1","AXOTHER","ADSXLIST","Diagnosis and Symptoms Checklist","28. Other/Diagnosis","N","1","1=Absent; 2=Present",""
"ADNI1","AXSPECIF","ADSXLIST","Diagnosis and Symptoms Checklist","If Other symptoms/diagnosis, specify:","T","1000","",""
"ADNI1","SX","ADSXLIST","Diagnosis and Symptoms Checklist","","N","10 digits","",""
"ADNI1","USERID2","ADSXLIST","Diagnosis and Symptoms Checklist","","T","100 characters","",""
"ADNI1","USERDATE2","ADSXLIST","Diagnosis and Symptoms Checklist","Date record last updated","S","100 digits","",""
"ADNI1","RID","ALIQUOT_LIST","Aliquot count in the LDMS database","Participant roster ID","-4","-4","-4","-4"
"ADNI1","VID","ALIQUOT_LIST","Aliquot count in the LDMS database","Visit number from sample tube","-4","-4","-4","-4"
"ADNI1","EXAMDATE","ALIQUOT_LIST","Aliquot count in the LDMS database","-4","-4","-4","-4","-4"
"ADNI1","PLA","ALIQUOT_LIST","Aliquot count in the LDMS database","Count of Plasma aliquots","-4","-4","-4","-4"
"ADNI1","SER","ALIQUOT_LIST","Aliquot count in the LDMS database","Count of Serum aliquots","-4","-4","-4","-4"
"ADNI1","CSF","ALIQUOT_LIST","Aliquot count in the LDMS database","Count of CSF aliquots","-4","-4","-4","-4"
"ADNI1","URN","ALIQUOT_LIST","Aliquot count in the LDMS database","Count of Urine aliquots","-4","-4","-4","-4"
"ADNI1","ID","APOE","ApoE Genotyping - Draw Data","Record ID","N","38","""crfname"",""ApoE Genotyping - Draw Data"",""indexes"",""adni_apoe_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNI1","RID","APOE","ApoE Genotyping - Draw Data","Participant roster ID","N","38 digits","",""
"ADNI1","SITEID","APOE","ApoE Genotyping - Draw Data","Site ID","N","38 digits","",""
"ADNI1","VISCODE","APOE","ApoE Genotyping - Draw Data","Visit code","T","20 characters","",""
"ADNI1","ENTRY","APOE","ApoE Genotyping - Draw Data","","N","1 digit","",""
"ADNI1","VERIFY","APOE","ApoE Genotyping - Draw Data","","N","1 digit","",""
"ADNI1","USERID","APOE","ApoE Genotyping - Draw Data","","T","100 characters","",""
"ADNI1","USERDATE","APOE","ApoE Genotyping - Draw Data","Date record created","S","100 digits","",""
"ADNI1","EXAMINIT","APOE","ApoE Genotyping - Draw Data","Phlebotomist Initials","T","3","",""
"ADNI1","EXAMDATE","APOE","ApoE Genotyping - Draw Data","Date of Blood Draw","D","10","",""
"ADNI1","APTIME","APOE","ApoE Genotyping - Draw Data","Time of Blood Draw","T","4","",""
"ADNI1","APFEDEXDT","APOE","ApoE Genotyping - Draw Data","Date Fedexed","D","10","",""
"ADNI1","APFEDEX","APOE","ApoE Genotyping - Draw Data","Fedex Tracking Number","N","12","",""
"ADNI1","APVOLUME","APOE","ApoE Genotyping - Draw Data","Volume of Blood Drawn into Lavendar Top Tube","N","3,1","1..10",""
"ADNI1","APLICENSE","APOE","ApoE Genotyping - Draw Data","6 digit License Plate Number","N","6","",""
"ADNI1","SX","APOE","ApoE Genotyping - Draw Data","","N","10 digits","",""
"ADNI1","USERID2","APOE","ApoE Genotyping - Draw Data","","T","100 characters","",""
"ADNI1","USERDATE2","APOE","ApoE Genotyping - Draw Data","Date record last updated","S","100 digits","",""
"ADNI1","ID","APOEGO2","ADNI GO & 2 APOE Genotypes","Record ID","N","38","""crfname"",""ApoE Genotyping - Results"",""indexes"",""adni_apoeres_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""","-4"
"ADNI1","SX","APOEGO2","ADNI GO & 2 APOE Genotypes","","N","10 digits","","-4"
"ADNI1","RID","APOEGO2","ADNI GO & 2 APOE Genotypes","Participant roster ID","N","38 digits","","-4"
"ADNI1","SITEID","APOEGO2","ADNI GO & 2 APOE Genotypes","Site ID","N","38 digits","","-4"
"ADNI1","VISCODE","APOEGO2","ADNI GO & 2 APOE Genotypes","Visit code","T","20 characters","","-4"
"ADNI1","ENTRY","APOEGO2","ADNI GO & 2 APOE Genotypes","","N","1 digit","","-4"
"ADNI1","ENTRY","APOERES","ApoE Genotyping - Results","","N","1 digit","",""
"ADNI1","VERIFY","APOEGO2","ADNI GO & 2 APOE Genotypes","","N","1 digit","","-4"
"ADNI1","USERID2","APOEGO2","ADNI GO & 2 APOE Genotypes","","T","100 characters","","-4"
"ADNI1","USERID","APOEGO2","ADNI GO & 2 APOE Genotypes","","T","100 characters","","-4"
"ADNI1","USERDATE","APOEGO2","ADNI GO & 2 APOE Genotypes","Date record created","S","100 digits","","-4"
"ADNI1","USERDATE2","APOEGO2","ADNI GO & 2 APOE Genotypes","Date record last updated","S","100 digits","","-4"
"ADNI1","APTESTDT","APOEGO2","ADNI GO & 2 APOE Genotypes","Date Test Performed","D","10","","-4"
"ADNI1","APGEN1","APOEGO2","ADNI GO & 2 APOE Genotypes","Genotype - Allele 1","N","1","2..4","-4"
"ADNI1","APGEN2","APOEGO2","ADNI GO & 2 APOE Genotypes","Genotype - Allele 2","N","1","2..4","-4"
"ADNI1","APVOLUME","APOEGO2","ADNI GO & 2 APOE Genotypes","Volume of Blood Shipped in Lavendar Top Tube","N","3,1","1..10","-4"
"ADNI1","APRECEIVE","APOEGO2","ADNI GO & 2 APOE Genotypes","Sample recieved within 24 hours of blood draw?","N","1","1=Yes;0=No","-4"
"ADNI1","APAMBTEMP","APOEGO2","ADNI GO & 2 APOE Genotypes","Sample shipped at ambient temperature?","N","1","1=Yes;0=No","-4"
"ADNI1","APRESAMP","APOEGO2","ADNI GO & 2 APOE Genotypes","Request Resample?","N","1","1=Yes;0=No","-4"
"ADNI1","APUSABLE","APOEGO2","ADNI GO & 2 APOE Genotypes","Sample Useable?","N","1","1=Yes;0=No","-4"
"ADNI1","VISCODE","APOERES","ApoE Genotyping - Results","Visit code","T","20 characters","",""
"ADNI1","ID","APOERES","ApoE Genotyping - Results","Record ID","N","38","""crfname"",""ApoE Genotyping - Results"",""indexes"",""adni_apoeres_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""",""
"ADNI1","SITEID","APOERES","ApoE Genotyping - Results","Site ID","N","38 digits","",""
"ADNI1","RID","APOERES","ApoE Genotyping - Results","Participant roster ID","N","38 digits","",""
"ADNI1","USERID","APOERES","ApoE Genotyping - Results","","T","100 characters","",""
"ADNI1","USERDATE","APOERES","ApoE Genotyping - Results","Date record created","S","100 digits","",""
"ADNI1","APGEN1","APOERES","ApoE Genotyping - Results","Genotype - Allele 1","N","1","2..4",""
"ADNI1","APGEN2","APOERES","ApoE Genotyping - Results","Genotype - Allele 2","N","1","2..4",""
"ADNI1","APVOLUME","APOERES","ApoE Genotyping - Results","Volume of Blood Shipped in Lavendar Top Tube","N","3,1","1..10",""
"ADNI1","APRECEIVE","APOERES","ApoE Genotyping - Results","Sample recieved within 24 hours of blood draw?","N","1","1=Yes;0=No",""
"ADNI1","APAMBTEMP","APOERES","ApoE Genotyping - Results","Sample shipped at ambient temperature?","N","1","1=Yes;0=No",""
"ADNI1","APRESAMP","APOERES","ApoE Genotyping - Results","Request Resample?","N","1","1=Yes;0=No",""
"ADNI1","APUSABLE","APOERES","ApoE Genotyping - Results","Sample Useable?","N","1","1=Yes;0=No",""
"ADNI1","SX","APOERES","ApoE Genotyping - Results","","N","10 digits","",""
"ADNI1","USERID2","APOERES","ApoE Genotyping - Results","","T","100 characters","",""
"ADNI1","USERDATE2","APOERES","ApoE Genotyping - Results","Date record last updated","S","100 digits","",""
"ADNI1","ID","ARM","","Record ID","N","38","""crfname"","""",""indexes"",""adni_arm_idx=PTNO"",""notnullcols"",""ID,USERID,USERDATE,RID,SITEID,PTNO,TYPE""",""
"ADNI1","RID","ARM","","Participant roster ID","N","38","",""
"ADNI1","SITEID","ARM","","Site ID","N","38","",""
"ADNI1","TYPE","ARM","","ID Type","T","20","S=Study Participant;P=Phantom;V=Volunteer",""
"ADNI1","PTNO","ARM","","4 digit Participant Number","T","4","",""
"ADNI1","ARM","ARM","","Diagnosis/Scan Category Assignment","N","1","1=NL - 1.5T only;2=MCI - 1.5T only;3=AD - 1.5T only;4=NL - PET+1.5T;5=MCI - PET+1.5T;6=AD - PET+1.5T;7=NL - 3T+1.5T;8=MCI - 3T+1.5T;9=AD - 3T+1.5T;",""
"ADNI1","ENROLLED","ARM","","Enrollment Status","N","1","null=pending enrollment;1=randomized - assigned a scan category;-1=screen failed;-2=screen failed after randomization",""
